datetime,portfolio_value,cash,return
2024-03-15 09:30:00-04:00,100000.0,100000.0,
2024-03-16 09:30:00-04:00,100000.0,49999.420837402344,0.0
2024-03-18 09:30:00-04:00,100527.73083740234,50155.73083740234,0.005277308374023404
2024-03-19 09:30:00-04:00,100346.43322998047,50155.73083740234,-0.001803458666694846
2024-03-20 09:30:00-04:00,100701.19275146484,50155.73083740234,0.0035353475959760683
2024-03-21 09:30:00-04:00,101447.95227294922,50155.73083740234,0.007415597582120181
2024-03-22 09:30:00-04:00,101322.50940185547,50155.73083740234,-0.0012365244273856435
2024-03-23 09:30:00-04:00,101322.50940185547,50155.73083740234,0.0
2024-03-25 09:30:00-04:00,101096.12964111328,50155.73083740234,-0.0022342494484057784
2024-03-26 09:30:00-04:00,101236.26892333984,50155.73083740234,0.001386198291903451
2024-03-27 09:30:00-04:00,101283.31299072265,50155.73083740234,0.0004646957842593391
2024-03-28 09:30:00-04:00,101430.31299072265,50155.73083740234,0.0014513743247466238
2024-03-29 09:30:00-04:00,101430.31299072265,50155.73083740234,0.0
