2024-05-20 11:58:16,236: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-20 11:58:17,803: root: INFO: Current backtesting datetime 2024-03-15 08:30:00-04:00
2024-05-20 11:58:17,804: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-20 11:58:17,805: root: INFO: Current backtesting datetime 2024-03-15 09:30:00-04:00
2024-05-20 11:58:17,805: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-20 11:58:17,807: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-20 11:58:17
2024-05-20 11:58:17,807: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:17,814: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:18,963: root: INFO: New market order of | 98 SPY buy | at price $612.2519897460937 of class bracket with status unprocessed was submitted.
2024-05-20 11:58:19,050: root: INFO: MLTrader : Trading iteration ended at 2024-05-20 11:58:19
2024-05-20 11:58:19,050: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,050: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,051: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,052: root: INFO: market order of | 98 SPY buy | at price $612.2519897460937 of class bracket with status new was sent to broker backtesting
2024-05-20 11:58:19,052: root: INFO: market order of | 98 SPY buy | at price $612.2519897460937 of class bracket with status new was sent to broker backtesting
2024-05-20 11:58:19,052: root: INFO: Filled Transaction: buy 98 of SPY at 510.20999146 USD per share
2024-05-20 11:58:19,052: root: INFO: market order of | 98 SPY buy | at price $612.2519897460937 of class bracket with status new was filled
2024-05-20 11:58:19,059: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-05-20 11:58:19,060: root: INFO: Current backtesting datetime 2024-03-15 16:00:00-04:00
2024-05-20 11:58:19,061: root: INFO: Current backtesting datetime 2024-03-16 09:30:00-04:00
2024-05-20 11:58:19,063: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-05-20 11:58:19,063: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,063: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,064: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,064: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,064: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,065: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,066: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,066: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,067: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,067: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,067: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,068: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,069: root: INFO: Current backtesting datetime 2024-03-16 09:29:00-04:00
2024-05-20 11:58:19,070: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,070: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,071: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,071: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,071: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,072: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,073: root: INFO: Current backtesting datetime 2024-03-16 09:29:00-04:00
2024-05-20 11:58:19,073: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-05-20 11:58:19,073: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,073: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,074: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,074: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,074: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,075: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,076: root: INFO: Current backtesting datetime 2024-03-18 08:30:00-04:00
2024-05-20 11:58:19,077: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,078: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,080: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-20 11:58:19,080: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,080: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,081: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,081: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,081: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,082: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,083: root: INFO: Current backtesting datetime 2024-03-18 09:30:00-04:00
2024-05-20 11:58:19,083: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-20 11:58:19,086: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-20 11:58:19
2024-05-20 11:58:19,086: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,087: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,554: root: INFO: MLTrader : Trading iteration ended at 2024-05-20 11:58:19
2024-05-20 11:58:19,555: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,555: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,556: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,556: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,556: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,557: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,558: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-05-20 11:58:19,559: root: INFO: Current backtesting datetime 2024-03-18 16:00:00-04:00
2024-05-20 11:58:19,559: root: INFO: Current backtesting datetime 2024-03-19 09:30:00-04:00
2024-05-20 11:58:19,561: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-20 11:58:19
2024-05-20 11:58:19,561: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,562: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,879: root: INFO: MLTrader : Trading iteration ended at 2024-05-20 11:58:19
2024-05-20 11:58:19,879: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,879: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,880: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,881: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:19,881: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,881: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,883: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-05-20 11:58:19,884: root: INFO: Current backtesting datetime 2024-03-19 16:00:00-04:00
2024-05-20 11:58:19,884: root: INFO: Current backtesting datetime 2024-03-20 09:30:00-04:00
2024-05-20 11:58:19,885: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-20 11:58:19
2024-05-20 11:58:19,886: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:19,887: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,220: root: INFO: MLTrader : Trading iteration ended at 2024-05-20 11:58:20
2024-05-20 11:58:20,220: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:20,220: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,221: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,222: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-20 11:58:20,222: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,222: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,223: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-05-20 11:58:20,224: root: INFO: Current backtesting datetime 2024-03-20 16:00:00-04:00
2024-05-20 11:58:20,225: root: INFO: Current backtesting datetime 2024-03-21 09:30:00-04:00
2024-05-20 11:58:20,226: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-20 11:58:20
2024-05-20 11:58:20,226: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,227: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-20 11:58:20,779: root: INFO: MLTrader : Trading iteration ended at 2024-05-20 11:58:20
2024-05-20 11:58:20,781: root: INFO: Getting historical prices for SPY, 1 bars, 
